task,trial,path,default_idx,safe_low_idx,safe_high_idx,safe_width,safe_width_fraction,near_contained,exact_contained,matched_near_rate,matched_oracle_rate,safe_gain,full_gain,matched_best_gain,safe_minus_matched_gain,default_test_nrmse,safe_best_test_nrmse,full_best_test_nrmse,support_range,spectral_radius_range
controlled_d20_clean,3,leak,2,1,3,3,0.23076923076923078,1,1,0.36363636363636365,0.2727272727272727,0.0,0.0,-0.15847649523803098,0.15847649523803098,0.37979300188214454,0.37979300188214454,0.37979300188214454,0.0,0.0
controlled_d20_clean,3,sparsity,0,0,0,1,0.07692307692307693,1,0,0.15384615384615385,0.07692307692307693,0.0,0.0028165909122861432,-0.06855999844230537,0.06855999844230537,0.7898136219966287,0.7898136219966287,0.7869970310843426,57.999999996495426,0.16567325406193656
controlled_d20_white_plus_distractor,0,temperature,2,1,2,2,0.15384615384615385,1,1,0.25,0.16666666666666666,0.002415866329705363,0.002415866329705363,-0.0562808567560392,0.058696723085744563,0.8519121991062969,0.8494963327765915,0.8494963327765915,55.18259548609684,0.12186301241308461
controlled_d20_white_plus_distractor,0,gain,11,10,11,2,0.15384615384615385,0,0,0.08333333333333333,0.08333333333333333,0.013167157175721922,0.08547057013820436,-0.010960431901488099,0.02412758907721002,0.9306973153452563,0.9175301581695344,0.845226745207052,6.806288865846e-11,1.6143486806455785
controlled_d20_white_plus_distractor,0,leak,2,1,2,2,0.15384615384615385,1,0,0.3333333333333333,0.16666666666666666,0.0,0.00912358244176159,-0.15042006341082945,0.15042006341082945,0.5942443156027226,0.5942443156027226,0.585120733160961,0.0,0.0
controlled_d20_white_plus_distractor,0,sparsity,0,0,0,1,0.07692307692307693,1,1,0.07692307692307693,0.07692307692307693,0.0,0.0,-0.11216061018295266,0.11216061018295266,0.8625576967065652,0.8625576967065652,0.8625576967065652,57.999999996495426,0.14545940722255346
controlled_d20_white_plus_distractor,1,temperature,0,0,2,3,0.23076923076923078,1,1,0.6363636363636364,0.2727272727272727,0.00995363621809986,0.00995363621809986,0.004767330257050733,0.005186305961049126,0.9868425773057097,0.9768889410876098,0.9768889410876098,55.09332299198959,0.13596766582886588
controlled_d20_white_plus_distractor,1,gain,11,11,11,1,0.07692307692307693,1,0,0.15384615384615385,0.07692307692307693,0.0,0.002667446102569637,-0.019633978075055018,0.019633978075055018,0.9870894916494413,0.9870894916494413,0.9844220455468716,6.757971959814313e-11,1.6535330191966207
controlled_d20_white_plus_distractor,1,leak,1,1,1,1,0.07692307692307693,1,1,0.15384615384615385,0.07692307692307693,0.0,0.0,-0.2630527079801038,0.2630527079801038,0.564529912975429,0.564529912975429,0.564529912975429,0.0,0.0
controlled_d20_white_plus_distractor,1,sparsity,10,10,11,2,0.15384615384615385,0,0,0.16666666666666666,0.16666666666666666,0.004181166843296391,0.029241600576047855,0.011687129635923055,-0.007505962792626664,0.9928025234313682,0.9886213565880718,0.9635609228553204,57.999999996495426,0.18660374603296526
