n_cases,true_near_containment,matched_near_containment,true_exact_containment,matched_exact_containment,mean_safe_minus_matched_gain,safe_minus_matched_ci_low,safe_minus_matched_ci_high,mean_inside_minus_outside_gain,inside_minus_outside_ci_low,inside_minus_outside_ci_high
48,0.7708333333333334,0.40415695415695413,0.5625,0.1805981055981056,0.029664595671532974,0.020230719498154318,0.03992963297557953,0.03626056035108979,0.021412629411318662,0.05165281559063847
