n_windows,safe_dispersion_gain_corr,anchor_spread_gain_corr,local_sensitivity_gain_corr,safe_dispersion_high_minus_low_gain,safe_dispersion_ci_low,safe_dispersion_ci_high,anchor_spread_high_minus_low_gain,anchor_spread_ci_low,anchor_spread_ci_high
912,0.3229285116368052,0.38701234990754935,0.3277593659307554,0.01754364549416537,0.00759952279432458,0.031106691026470554,0.020625990881174224,0.008511400871437763,0.033695688358198236
