task,trial,path,default_idx,safe_low_idx,safe_high_idx,safe_width,safe_width_fraction,near_contained,exact_contained,matched_near_rate,matched_oracle_rate,safe_gain,full_gain,matched_best_gain,safe_minus_matched_gain,default_test_nrmse,safe_best_test_nrmse,full_best_test_nrmse,support_range,spectral_radius_range
narma10,11,temperature,0,0,3,4,0.3076923076923077,1,1,0.3,0.2,0.008315386671968406,0.008315386671968406,-0.02396120331608268,0.03227658998805109,0.6421324873561153,0.6338171006841469,0.6338171006841469,55.254641201925736,0.12559963596771306
lorenz_x,0,temperature,0,0,6,7,0.5384615384615384,1,1,1.0,0.8571428571428571,0.0008570626964520354,0.0008570626964520354,0.0008139753520292217,4.308734442281365e-05,0.006847561784887084,0.005990499088435049,0.005990499088435049,55.19955243465929,0.13924851529413906
lorenz_x,1,temperature,4,0,11,12,0.9230769230769231,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.015154515789988192,0.015154515789988192,0.015154515789988192,55.178411798887055,0.26704185241682876
lorenz_x,2,temperature,6,3,7,5,0.38461538461538464,1,0,1.0,0.3333333333333333,0.0004382081265150335,0.00543707341409793,0.00343026047268527,-0.0029920523461702364,0.024277532079545933,0.0238393239530309,0.018840458665448003,55.07944675065468,0.1559863188518863
lorenz_x,3,temperature,12,11,12,2,0.15384615384615385,1,1,0.75,0.08333333333333333,0.0,0.0,-0.0025767568254653965,0.0025767568254653965,0.00866999635526392,0.00866999635526392,0.00866999635526392,54.926586183075074,0.1746304570782764
lorenz_x,4,temperature,7,6,8,3,0.23076923076923078,1,0,0.7272727272727273,0.2727272727272727,0.0019094644229568428,0.006426011141881816,0.001997595354818748,-8.813093186190541e-05,0.021471123554186417,0.019561659131229574,0.015045112412304601,55.15762209318326,0.15278259247750525
lorenz_x,5,temperature,12,10,12,3,0.23076923076923078,1,1,1.0,0.2727272727272727,0.00517782736785889,0.00517782736785889,0.0026354067467664498,0.0025424206210924406,0.015494382341796542,0.010316554973937651,0.010316554973937651,55.419103071857,0.11675616254161969
lorenz_x,6,temperature,0,0,9,10,0.7692307692307693,1,1,1.0,1.0,0.0003614773776529504,0.0003614773776529504,0.0003614773776529504,0.0,0.006629324860084826,0.006267847482431876,0.006267847482431876,54.91329076562131,0.09800157366416173
lorenz_x,7,temperature,5,4,8,5,0.38461538461538464,1,1,1.0,0.5555555555555556,0.0,0.0,-5.4949411509673104e-05,5.4949411509673104e-05,0.0025457739939640364,0.0025457739939640364,0.0025457739939640364,55.216739017138345,0.08160459611513837
lorenz_x,8,temperature,3,0,4,5,0.38461538461538464,1,1,1.0,0.4444444444444444,0.0,0.0,-0.0011511837735146617,0.0011511837735146617,0.017771944841387728,0.017771944841387728,0.017771944841387728,55.21240469110858,0.09707910531007613
lorenz_x,9,temperature,11,0,12,13,1.0,1,1,1.0,1.0,0.006037685675888006,0.006037685675888006,0.006037685675888006,0.0,0.016129556763445702,0.010091871087557696,0.010091871087557696,55.27317478078864,0.09261310820455326
lorenz_x,10,temperature,2,0,12,13,1.0,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.007770967150205461,0.007770967150205461,0.007770967150205461,55.114533135758,0.049125031073678826
lorenz_x,11,temperature,1,1,2,2,0.15384615384615385,1,0,1.0,0.16666666666666666,0.0011464483503070277,0.003063265184121528,0.001232229416229616,-8.578106592258819e-05,0.00881203420903239,0.0076655858587253625,0.005748769024910862,55.210065335968494,0.19378643700821885
