window_id,safe_gain,safe_dispersion,anchor_spread,local_sensitivity,positive_safe_gain,task,trial,case_id
0,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
1,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
2,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
3,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
4,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
5,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
6,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
7,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
8,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
9,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
10,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
11,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
12,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
13,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
14,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
15,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
16,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
17,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
18,0.0,,,,0,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__0
0,0.0,0.0376194543657952,0.09659436610106552,0.30677119654970325,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
1,0.0,0.03911509318727776,0.0978796694180438,0.3108531534214548,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
2,0.0,0.0394880367476609,0.09907242332855207,0.31464118536457164,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
3,0.0019326265871223436,0.03778200189185687,0.09243955441279893,0.2935760527282234,1,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
4,0.007682211900871372,0.03679924827918495,0.08760950269411089,0.27823643402221554,1,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
5,0.0,0.02996487642110483,0.07398763238658297,0.23497513812931647,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
6,0.0,0.029162078037327725,0.07168615288288162,0.22766593729615014,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
7,0.01635118836196936,0.03752412752839434,0.11173406596716191,0.35485292254256673,1,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
8,0.03942845629002434,0.04293045529791338,0.12146898872388372,0.38576977642278015,1,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
9,0.0,0.04023156370887057,0.09641191156799497,0.30619174458283177,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
10,0.0,0.03366737778744107,0.0853188849797614,0.2709617288252921,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
11,0.0,0.03286427611464477,0.08568809171925464,0.27213428161299874,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
12,0.0,0.031979222572718034,0.08299508937786591,0.2635816549544771,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
13,0.0,0.031857138194791496,0.07893094201689622,0.2506744492943197,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
14,0.003082789842709266,0.033139424693347935,0.08200900202364325,0.2604499692282008,1,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
15,0.012867655488939311,0.0322172189362389,0.08789137666230466,0.2791316292389691,1,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
16,0.0,0.033882623649314575,0.0889394320097673,0.2824601172861398,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
17,0.0,0.04329982852304117,0.10640555469724138,0.33793026085863576,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
18,0.0,0.04377930706004516,0.10956996411588947,0.347980015341378,0,controlled_d20_white_plus_distractor,1,controlled_d20_white_plus_distractor__1
0,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
1,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
2,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
3,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
4,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
5,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
6,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
7,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
8,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
9,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
10,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
11,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
12,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
13,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
14,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
15,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
16,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
17,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
18,0.0,,,,0,controlled_d20_white_plus_distractor,2,controlled_d20_white_plus_distractor__2
0,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
1,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
2,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
3,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
4,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
5,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
6,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
7,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
8,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
9,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
10,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
11,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
12,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
13,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
14,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
15,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
16,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
17,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
18,0.0,,,,0,controlled_d20_white_plus_distractor,3,controlled_d20_white_plus_distractor__3
0,0.018897886117528184,0.041487486231367866,0.09857623703156612,0.31306536194772056,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
1,0.018904304644456582,0.04761265056311482,0.11179561485880357,0.3550483938510638,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
2,0.0,0.05247632956059729,0.12286528073664961,0.39020421901791885,0,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
3,0.0,0.05568619246999116,0.13096601633653446,0.415931106135842,0,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
4,0.012244723182800898,0.04748878230132492,0.11606437026183741,0.3686054081534979,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
5,0.0,0.04316990298823165,0.10729406257502745,0.34075204680552096,0,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
6,0.0,0.04488638334517988,0.11180365192146073,0.35507391852116205,0,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
7,0.004883510552740611,0.048112092530355414,0.11320307116585848,0.35951829279894765,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
8,0.07116580933543815,0.055559292288230776,0.13880629096758387,0.44083080294972044,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
9,0.06622588433991217,0.05621864873043927,0.1451436812442031,0.4609575336963855,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
10,0.029049108062755513,0.05889334085638157,0.14463234951275697,0.45933361034121345,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
11,0.03739075626173238,0.056383831099240604,0.13906785309045128,0.4416614903763573,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
12,0.04779001384503767,0.05297217529050797,0.13328304698829235,0.4232896954011663,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
13,0.027284463982730545,0.056297339798252286,0.14477486707802054,0.45978622767067046,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
14,0.0014977722572215857,0.053261419502678126,0.13488638922094578,0.428381702679056,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
15,0.003213614316245339,0.056526067375084935,0.14482693970783822,0.45995160359890985,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
16,0.009961531839187798,0.052138672831113314,0.13968369406388328,0.4436173215488131,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
17,0.0,0.04561317036121727,0.11623335014916286,0.36914206639061936,0,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
18,0.03296549060842102,0.05246472193470732,0.13144414737363097,0.4174495883856678,1,controlled_d20_white_plus_distractor,4,controlled_d20_white_plus_distractor__4
0,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
1,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
2,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
3,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
4,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
5,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
6,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
7,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
8,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
9,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
10,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
11,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
12,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
13,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
14,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
15,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
16,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
17,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
18,0.0,,,,0,controlled_d20_white_plus_distractor,5,controlled_d20_white_plus_distractor__5
0,0.0,0.06019805581339007,0.1462650070047244,0.4645187190859893,0,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
1,0.0,0.05847809106624947,0.14107018527776424,0.4480206380760205,0,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
2,0.0034543634936703427,0.0501073390139558,0.12469049474039226,0.3960008623055987,1,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
3,0.0,0.0527085372159855,0.12949001911133803,0.41124353010885334,0,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
4,0.0009968107222788625,0.06545430377536188,0.15896151180002915,0.504841173958559,1,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
5,0.01392941298486805,0.06698996879445736,0.16401592386485178,0.5208933320663991,1,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
6,0.01567875309938699,0.04725593416701554,0.11792752015403805,0.3745225309097449,1,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
7,0.04253257016452894,0.03756781262125571,0.09493332812888812,0.30149595507541077,1,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
8,0.03627863069352921,0.03656591193841653,0.09211273520946292,0.2925381172656325,1,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
9,0.0024720034273323366,0.04082236848883798,0.0998783696219504,0.3172007664122069,1,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
10,0.0,0.056391620813596235,0.14134489987312937,0.44889309605189925,0,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
11,0.02016116824088654,0.05930556732960895,0.14713447399600388,0.46728003364336423,1,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
12,0.01647637784363787,0.04602956331373236,0.11291323961236907,0.35859782532190293,1,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
13,0.0,0.03895165167974786,0.10167598505752048,0.3229097602217327,0,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
14,0.0,0.04651312778952545,0.12262681609438082,0.38944688619824874,0,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
15,0.0,0.05325936715669365,0.13083942262323334,0.4155290608978786,0,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
16,0.0,0.05987676575345688,0.1536254301640722,0.48789446977255413,0,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
17,0.0,0.05122513751287386,0.13912772652472757,0.44185164064925514,0,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
18,0.01700621939376279,0.0423248198476563,0.11322598309554659,0.3595910581202538,1,controlled_d20_white_plus_distractor,6,controlled_d20_white_plus_distractor__6
0,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
1,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
2,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
3,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
4,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
5,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
6,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
7,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
8,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
9,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
10,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
11,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
12,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
13,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
14,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
15,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
16,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
17,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
18,0.0,,,,0,controlled_d20_white_plus_distractor,7,controlled_d20_white_plus_distractor__7
0,0.040242905729453105,0.06429530519280044,0.16087761844700735,0.5109264805094125,1,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
1,0.03405881931428889,0.047232169856301603,0.12450555908163696,0.39541353060488965,1,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
2,0.025375394003737894,0.040248635097241255,0.10582167548372624,0.33607593609622577,1,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
3,0.021695891198918904,0.04869199037883952,0.12128196787696408,0.3851758224345195,1,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
4,0.022429119814555865,0.05423136272549872,0.12891992179277173,0.40943297485987157,1,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
5,0.012646889282380558,0.047691862562257055,0.11435861926902628,0.3631881639165723,1,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
6,0.011812350940995753,0.041035193486139473,0.10368539816264441,0.3292913959992952,1,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
7,0.0,0.043555278930279794,0.11106558942203736,0.3527299276113854,0,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
8,0.0,0.048565920678160235,0.11929091165872284,0.3788524857522484,0,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
9,0.008773796875415574,0.0489052307907076,0.11866130527965967,0.3768529374343015,1,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
10,0.0,0.05277016747060059,0.1336334713747428,0.42440259786816076,0,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
11,0.0,0.05289589391167943,0.131390787888135,0.4172801255704586,0,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
12,0.0,0.04922584291041564,0.1194509363034944,0.3793607032988354,0,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
13,0.013458595972703158,0.05097638098495621,0.12783810027825226,0.4059972498392724,1,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
14,0.0,0.057426605630357286,0.14097685379356126,0.44772422936979495,0,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
15,0.0,0.061869245026460996,0.14887665849657233,0.47281298598232946,0,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
16,0.0,0.052875269641680454,0.1361799860755551,0.43248999875220656,0,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
17,0.01935926853814074,0.04939062701884716,0.1325448879101086,0.4209453977697549,1,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
18,0.08413322313667349,0.05509260260223483,0.13738435148954842,0.4363149073265559,1,controlled_d20_white_plus_distractor,8,controlled_d20_white_plus_distractor__8
0,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
1,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
2,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
3,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
4,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
5,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
6,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
7,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
8,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
9,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
10,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
11,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
12,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
13,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
14,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
15,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
16,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
17,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
18,0.0,,,,0,controlled_d20_white_plus_distractor,9,controlled_d20_white_plus_distractor__9
0,0.0024632073915213937,0.03791097041080101,0.09326976580059534,0.29621269657303134,1,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
1,0.0,0.0420097917573185,0.10422332436221764,0.33099977994091995,0,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
2,0.0,0.03802639898288032,0.09791577928472833,0.31096783368136227,0,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
3,0.0,0.029384812409502158,0.07443605886528976,0.23639928254881107,0,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
4,0.0,0.025966018993381926,0.0652104488979548,0.20709994012526786,0,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
5,0.003440951848556306,0.03069451526381844,0.07903497706773184,0.25100485114192395,1,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
6,0.0,0.035868437382311505,0.09090458133412861,0.2887011770287174,0,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
7,0.0,0.042009749587616586,0.11182446798659795,0.3551400276480952,0,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
8,0.0,0.04264726397525079,0.11358426000866888,0.3607288991949562,0,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
9,0.008855750258428219,0.033844198587453585,0.08849680338211394,0.2810543860906961,1,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
10,0.01675453998389065,0.034650080090312445,0.08838160981374941,0.2806885462365887,1,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
11,0.0,0.04230943169165282,0.10929406254847246,0.34710378769599026,0,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
12,0.0,0.040957272427305944,0.1110059998058605,0.3525406787080133,0,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
13,4.557573564623052e-05,0.039800837215384285,0.1023367475086318,0.32500825618940044,1,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
14,0.008513240333226979,0.039273789960290725,0.09974012029344183,0.3167617044498931,1,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
15,0.009801760088974598,0.030042612530839806,0.07829238244093605,0.24864646678257968,1,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
16,0.010092838264257109,0.028236724803501045,0.06999224229244706,0.2222862966436909,1,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
17,0.0,0.0315643588409902,0.08024737252711571,0.2548552621004417,0,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
18,0.0,0.030713612518654145,0.07725196539247826,0.24534223698379243,0,controlled_d20_white_plus_distractor,10,controlled_d20_white_plus_distractor__10
0,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
1,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
2,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
3,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
4,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
5,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
6,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
7,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
8,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
9,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
10,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
11,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
12,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
13,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
14,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
15,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
16,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
17,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
18,0.0,,,,0,controlled_d20_white_plus_distractor,11,controlled_d20_white_plus_distractor__11
0,0.0,0.19441832041076207,0.5151353868899381,1.6360032722403015,0,memory_d10,0,memory_d10__0
1,0.0,0.20777874608766972,0.5250743609318342,1.6675681665750168,0,memory_d10,0,memory_d10__0
2,0.0,0.15409744870736672,0.37227793145720084,1.1823064956260871,0,memory_d10,0,memory_d10__0
3,0.0,0.15642726177638477,0.3958598335562923,1.257199562539401,0,memory_d10,0,memory_d10__0
4,0.0,0.1554255571046781,0.39508258451397926,1.2547311202445575,0,memory_d10,0,memory_d10__0
5,0.05079962172343244,0.14819554529013482,0.3617020164879546,1.1487187593979822,1,memory_d10,0,memory_d10__0
6,0.07016714874079033,0.14470849021831927,0.3548069468857339,1.126820911339705,1,memory_d10,0,memory_d10__0
7,0.003477759438521022,0.1652507469633849,0.4000106193420794,1.2703819206160112,1,memory_d10,0,memory_d10__0
8,0.013911049146711929,0.1762436920255572,0.425845880074931,1.3524313627118172,1,memory_d10,0,memory_d10__0
9,0.0,0.1443013138730482,0.3542470384749979,1.1250427147424003,0,memory_d10,0,memory_d10__0
10,0.0,0.12328006284840697,0.30154610553925804,0.957671377173218,0,memory_d10,0,memory_d10__0
11,0.0,0.1456601902635393,0.35492946624596156,1.1272100169599875,0,memory_d10,0,memory_d10__0
12,0.0,0.15052030939186598,0.3596316765108141,1.1421436277656927,0,memory_d10,0,memory_d10__0
