window_id,safe_gain,safe_dispersion,anchor_spread,local_sensitivity,positive_safe_gain,task,trial,case_id
15,0.0013362979207580572,0.0015364963805090369,0.0035850283161085474,0.005624956134171924,1,lorenz_x,0,lorenz_x__0
16,0.0029435939348830768,0.0020327077216569034,0.003888844801239314,0.006874820717421769,1,lorenz_x,0,lorenz_x__0
17,0.0033097262285462174,0.004389410225068202,0.0065301367280966955,0.018539277234627474,1,lorenz_x,0,lorenz_x__0
18,0.002442484961534097,0.005219900324156982,0.007887748970624695,0.02061111249335839,1,lorenz_x,0,lorenz_x__0
0,0.0030394974693371685,0.0033985948121789834,0.01683058844581429,0.02606842590796375,1,lorenz_x,1,lorenz_x__1
1,0.0,0.0004430900235332427,0.0010741805070989656,0.002625767082063083,0,lorenz_x,1,lorenz_x__1
2,0.0,0.00031531644795920825,0.000643031650754685,0.0014704430082432155,0,lorenz_x,1,lorenz_x__1
3,0.0,0.00032023559890132793,0.0006302705343733282,0.0015145352258554487,0,lorenz_x,1,lorenz_x__1
4,0.0,0.00034576109169419037,0.0007867449021306091,0.001643117075975197,0,lorenz_x,1,lorenz_x__1
5,0.0,0.000624550965241284,0.0016184389630577805,0.003151769314768913,0,lorenz_x,1,lorenz_x__1
6,3.203023910518287e-05,0.0007015959288378062,0.0015613953980466166,0.00382706732048801,1,lorenz_x,1,lorenz_x__1
7,0.0002067194099656766,0.00047936798136463297,0.0009060863451444401,0.0030102931113894396,1,lorenz_x,1,lorenz_x__1
8,0.0,0.0006864905437968843,0.001551712851540655,0.003686212668616968,0,lorenz_x,1,lorenz_x__1
9,0.0,0.0006006968704224113,0.001419497400221793,0.0034392401054622545,0,lorenz_x,1,lorenz_x__1
10,0.0,0.00033322457344703006,0.0006926646661372399,0.0016152470718281096,0,lorenz_x,1,lorenz_x__1
11,0.0004990428607536189,0.0005740071712999132,0.0014372632166580474,0.0023657162346206466,1,lorenz_x,1,lorenz_x__1
12,0.0004897242856036757,0.0005217674792078087,0.0013732589599043158,0.00216970890963152,1,lorenz_x,1,lorenz_x__1
13,0.0,0.0005199691898864529,0.0011004667699701179,0.002841484391993668,0,lorenz_x,1,lorenz_x__1
14,0.00023771498488660238,0.000678780921798684,0.0014320054595707969,0.003897776872506606,1,lorenz_x,1,lorenz_x__1
15,0.0002860585283397535,0.00041371690422209293,0.001071872719182207,0.002930196886936826,1,lorenz_x,1,lorenz_x__1
16,7.25038343354651e-06,0.00046016775648603054,0.0011715834453001348,0.0022877226553255216,1,lorenz_x,1,lorenz_x__1
17,0.0,0.0005439270768211384,0.0011894740774370696,0.002595013097828078,0,lorenz_x,1,lorenz_x__1
18,7.53781327965347e-05,0.0006343028821569317,0.001419027142540729,0.003567022197669732,1,lorenz_x,1,lorenz_x__1
0,0.0,,,,0,lorenz_x,2,lorenz_x__2
1,0.0,,,,0,lorenz_x,2,lorenz_x__2
2,0.0,,,,0,lorenz_x,2,lorenz_x__2
3,0.0,,,,0,lorenz_x,2,lorenz_x__2
4,0.0,,,,0,lorenz_x,2,lorenz_x__2
5,0.0,,,,0,lorenz_x,2,lorenz_x__2
6,0.0,,,,0,lorenz_x,2,lorenz_x__2
7,0.0,,,,0,lorenz_x,2,lorenz_x__2
8,0.0,,,,0,lorenz_x,2,lorenz_x__2
9,0.0,,,,0,lorenz_x,2,lorenz_x__2
10,0.0,,,,0,lorenz_x,2,lorenz_x__2
11,0.0,,,,0,lorenz_x,2,lorenz_x__2
12,0.0,,,,0,lorenz_x,2,lorenz_x__2
13,0.0,,,,0,lorenz_x,2,lorenz_x__2
14,0.0,,,,0,lorenz_x,2,lorenz_x__2
15,0.0,,,,0,lorenz_x,2,lorenz_x__2
16,0.0,,,,0,lorenz_x,2,lorenz_x__2
17,0.0,,,,0,lorenz_x,2,lorenz_x__2
18,0.0,,,,0,lorenz_x,2,lorenz_x__2
0,0.0,0.013696992317182785,0.04378021417406407,0.1061340848626547,0,lorenz_x,3,lorenz_x__3
1,0.0003743933159459341,0.0014737377886756054,0.0029137740643479996,0.007922861018305397,1,lorenz_x,3,lorenz_x__3
2,0.0,0.001832914611174309,0.003594081088930076,0.010193857801154014,0,lorenz_x,3,lorenz_x__3
3,0.0,0.00145463301139171,0.0032469433996964404,0.009050536759710332,0,lorenz_x,3,lorenz_x__3
4,0.0,0.0009306895628596054,0.002088144530684303,0.004582484257399259,0,lorenz_x,3,lorenz_x__3
5,0.0,0.0011880100887252125,0.002054677853439432,0.006115323717736272,0,lorenz_x,3,lorenz_x__3
6,0.0006555922968274913,0.000864017546701778,0.0012733361830717055,0.00507511369648649,1,lorenz_x,3,lorenz_x__3
7,0.001310733412701496,0.0015159186484498856,0.0026578160309649063,0.009810766993869631,1,lorenz_x,3,lorenz_x__3
8,0.0009821936486601032,0.0019151293869198345,0.0036408565008622545,0.011130672576993008,1,lorenz_x,3,lorenz_x__3
9,0.0004445901813931244,0.0010631396627574447,0.00287938083053292,0.005983865916091409,1,lorenz_x,3,lorenz_x__3
10,0.00020285851946822125,0.0015129952879119268,0.0036027173529181887,0.00823875259036965,1,lorenz_x,3,lorenz_x__3
11,0.0011632537609455344,0.002264806002025093,0.005061554728279534,0.011610634207873451,1,lorenz_x,3,lorenz_x__3
12,0.0018741449885702785,0.0017085520419513837,0.00399299950339911,0.009348441340519603,1,lorenz_x,3,lorenz_x__3
13,0.0012341275197500575,0.0017521114453747874,0.0033142902480836193,0.009487357837968991,1,lorenz_x,3,lorenz_x__3
14,0.0009372255051353249,0.0015221985525899623,0.0031007166070097254,0.00889065274850775,1,lorenz_x,3,lorenz_x__3
15,0.0002988186617329429,0.0008286278100760914,0.00225132321642458,0.00412111947631885,1,lorenz_x,3,lorenz_x__3
16,0.00020261007662521332,0.0015848513713723554,0.004164817332130425,0.007140547130163569,1,lorenz_x,3,lorenz_x__3
17,0.0015461320563227169,0.0022345253986271207,0.004908888122352945,0.010109760550451919,1,lorenz_x,3,lorenz_x__3
18,0.001345543279512684,0.002411000038094891,0.005340351565218694,0.011062221976261616,1,lorenz_x,3,lorenz_x__3
0,0.0,,,,0,lorenz_x,4,lorenz_x__4
1,0.0,,,,0,lorenz_x,4,lorenz_x__4
2,0.0,,,,0,lorenz_x,4,lorenz_x__4
3,0.0,,,,0,lorenz_x,4,lorenz_x__4
4,0.0,,,,0,lorenz_x,4,lorenz_x__4
5,0.0,,,,0,lorenz_x,4,lorenz_x__4
6,0.0,,,,0,lorenz_x,4,lorenz_x__4
7,0.0,,,,0,lorenz_x,4,lorenz_x__4
8,0.0,,,,0,lorenz_x,4,lorenz_x__4
9,0.0,,,,0,lorenz_x,4,lorenz_x__4
10,0.0,,,,0,lorenz_x,4,lorenz_x__4
11,0.0,,,,0,lorenz_x,4,lorenz_x__4
12,0.0,,,,0,lorenz_x,4,lorenz_x__4
13,0.0,,,,0,lorenz_x,4,lorenz_x__4
14,0.0,,,,0,lorenz_x,4,lorenz_x__4
15,0.0,,,,0,lorenz_x,4,lorenz_x__4
16,0.0,,,,0,lorenz_x,4,lorenz_x__4
17,0.0,,,,0,lorenz_x,4,lorenz_x__4
18,0.0,,,,0,lorenz_x,4,lorenz_x__4
0,0.0023468878925870726,0.014579711761799721,0.04135113434965849,0.05868441754262026,1,lorenz_x,5,lorenz_x__5
1,0.0,0.004500295421710159,0.008336664740235028,0.019128989052067263,0,lorenz_x,5,lorenz_x__5
2,0.002660702348229179,0.002687915251672667,0.006020928053711343,0.012444469125996413,1,lorenz_x,5,lorenz_x__5
3,0.0031175946025276575,0.0029210923738956377,0.006091562753393657,0.012691197921754402,1,lorenz_x,5,lorenz_x__5
4,0.0006904022753636892,0.0010377566003338917,0.002461888750236775,0.004330877018224632,1,lorenz_x,5,lorenz_x__5
5,3.356003194218075e-05,0.0002687218680887791,0.0008138541182061937,0.000935218342943836,1,lorenz_x,5,lorenz_x__5
6,1.1457706867122651e-05,0.0002583189002417787,0.0008237656129652477,0.0008795970038196023,1,lorenz_x,5,lorenz_x__5
7,0.0,0.00026095208224459113,0.0008405021217479419,0.0008584025122641781,0,lorenz_x,5,lorenz_x__5
8,3.096056919746077e-05,0.0002452384343360272,0.0007683487503938516,0.0008668583819010347,1,lorenz_x,5,lorenz_x__5
9,0.0,0.0002441952301440851,0.0007653388410942461,0.0008756729205735133,0,lorenz_x,5,lorenz_x__5
10,4.358436830193121e-05,0.00025219947642278283,0.000765838512710827,0.0008962817261029078,1,lorenz_x,5,lorenz_x__5
11,5.050662924387193e-05,0.00023429884448191847,0.0006844716839258743,0.0008797807203194417,1,lorenz_x,5,lorenz_x__5
12,7.357549963969115e-05,0.0002517289105514291,0.0007307992069602692,0.0008977579643147275,1,lorenz_x,5,lorenz_x__5
13,0.00022602557036303168,0.0003077474599561882,0.0007824453728215239,0.001089325368168068,1,lorenz_x,5,lorenz_x__5
14,0.00024353565366806284,0.0002997908105250827,0.0007508926379352479,0.0011290858233223035,1,lorenz_x,5,lorenz_x__5
15,0.00026867715842530753,0.0004816896495997518,0.0012403980051059627,0.0019060939683958954,1,lorenz_x,5,lorenz_x__5
16,2.079358129294072e-05,0.0005266596957315574,0.0013103773103642496,0.0020399226693033107,1,lorenz_x,5,lorenz_x__5
17,0.00010894774328844953,0.00048688197039125193,0.0014526816773203378,0.0019149683123361586,1,lorenz_x,5,lorenz_x__5
18,0.006274412567932382,0.003025346834017033,0.007359240008766323,0.012709671918118726,1,lorenz_x,5,lorenz_x__5
0,0.03425284145890628,0.016439191774195127,0.10611964663983553,0.3370222538970105,1,lorenz_x,6,lorenz_x__6
1,0.0005189081053174546,0.0013015055291723916,0.003396254308640687,0.010786063826524738,1,lorenz_x,6,lorenz_x__6
2,0.0,0.0004737083827060995,0.0012216838841136487,0.0038799097924915047,0,lorenz_x,6,lorenz_x__6
3,0.0,0.0005165142849952984,0.0012885768243819447,0.004092353107305148,0,lorenz_x,6,lorenz_x__6
4,0.0,0.0006956337419465403,0.0015161515989148633,0.004815101117421469,0,lorenz_x,6,lorenz_x__6
5,0.0,0.0005225686968769295,0.0012171184775605429,0.003865410652556503,0,lorenz_x,6,lorenz_x__6
6,0.0,0.00074475850589014,0.0016520419844818406,0.005246671382465346,0,lorenz_x,6,lorenz_x__6
7,0.0,0.0006793323736233332,0.0015425648131087964,0.004898986064857416,0,lorenz_x,6,lorenz_x__6
8,0.0,0.0006933473545973968,0.0015514994574315807,0.004927361338077582,0,lorenz_x,6,lorenz_x__6
9,0.0,0.0009511051676115502,0.0019869478042530385,0.006310288891535956,0,lorenz_x,6,lorenz_x__6
10,0.0,0.0007799504978295707,0.0017273377095202115,0.005485800853442265,0,lorenz_x,6,lorenz_x__6
11,0.0,0.0009216582762456402,0.0020246166274523274,0.006429920195429751,0,lorenz_x,6,lorenz_x__6
12,0.0,0.0012830749313241991,0.003120047258530707,0.009908866007668014,0,lorenz_x,6,lorenz_x__6
13,0.0,0.000943306555698247,0.0026966937835071125,0.00856435020060139,0,lorenz_x,6,lorenz_x__6
14,0.0002757965732192351,0.0011881057729331537,0.0032675719778868613,0.010377385410033526,1,lorenz_x,6,lorenz_x__6
15,0.0,0.0022468296760381336,0.005716011349873935,0.01815331175172101,0,lorenz_x,6,lorenz_x__6
16,0.0,0.0017855069272748807,0.005337279565436905,0.01695050865488625,0,lorenz_x,6,lorenz_x__6
17,0.0,0.0014226018415610866,0.005082605983885326,0.016141698343315556,0,lorenz_x,6,lorenz_x__6
18,0.0,0.0032576564188233088,0.011688025670522817,0.037119655783013475,0,lorenz_x,6,lorenz_x__6
0,0.0,0.03571684196721867,0.20169537401791057,0.28627214826784186,0,lorenz_x,7,lorenz_x__7
1,0.0008803833472885471,0.002952249864091533,0.0035827706980060808,0.015409259806703787,1,lorenz_x,7,lorenz_x__7
2,0.0009878638960481257,0.0023978257841312323,0.003850818783444428,0.013253153291399526,1,lorenz_x,7,lorenz_x__7
3,0.0005238266541772718,0.0013732838432904606,0.002654877488495679,0.0067296821105774455,1,lorenz_x,7,lorenz_x__7
4,0.0008401162364550855,0.002055235328411272,0.005607651319824156,0.00764948770465811,1,lorenz_x,7,lorenz_x__7
5,0.0003965095709407909,0.0020500482039406856,0.005532048051171955,0.008167399568566954,1,lorenz_x,7,lorenz_x__7
6,0.0,0.0016563883972225168,0.002538083673119205,0.007811170899684031,0,lorenz_x,7,lorenz_x__7
7,5.149774143109551e-05,0.0023840669443906024,0.004122931546618545,0.011192078700425585,1,lorenz_x,7,lorenz_x__7
8,0.0,0.0026274179591962462,0.0038004252499966055,0.01311010538285413,0,lorenz_x,7,lorenz_x__7
9,0.0014039624132850064,0.002710708409633656,0.0036119363163212995,0.013772669113447013,1,lorenz_x,7,lorenz_x__7
10,0.0,0.00231977847515906,0.003662431847931142,0.011654427924629387,0,lorenz_x,7,lorenz_x__7
11,0.0,0.0022845476375352447,0.0025357016929954644,0.012265704408894414,0,lorenz_x,7,lorenz_x__7
12,0.003432669487167299,0.0031925097266829725,0.0037724336826643417,0.01964895362406612,1,lorenz_x,7,lorenz_x__7
13,0.002767426746132399,0.003713023571612949,0.005160379595524931,0.0228308487692561,1,lorenz_x,7,lorenz_x__7
14,0.0,0.003071435503276251,0.004395276793977664,0.01782619078078416,0,lorenz_x,7,lorenz_x__7
15,0.0009196311394983636,0.0026281067251899054,0.003872298587808621,0.013399526913711162,1,lorenz_x,7,lorenz_x__7
16,0.0,0.0025385016939868067,0.00352915839127016,0.01369187400600521,0,lorenz_x,7,lorenz_x__7
17,0.0,0.00227201151572856,0.002583622105780289,0.012338699211835214,0,lorenz_x,7,lorenz_x__7
18,0.004905475398185327,0.003751535307449162,0.007558979513815173,0.021392286252296215,1,lorenz_x,7,lorenz_x__7
0,0.020086301945374738,0.04315718026848323,0.16112336240233943,0.35256269793013423,1,lorenz_x,8,lorenz_x__8
1,0.0,0.0007010118424892521,0.0026051856402964438,0.004302419220659079,0,lorenz_x,8,lorenz_x__8
2,0.00041705278114449143,0.00046085147073853243,0.0007714241651136537,0.002269518973058993,1,lorenz_x,8,lorenz_x__8
3,8.607385830048352e-06,0.0003392757002384162,0.000437901730655769,0.0017798283500927749,1,lorenz_x,8,lorenz_x__8
4,0.0003459082418612199,0.0006049381457844109,0.0013091923015815276,0.0027650276698315684,1,lorenz_x,8,lorenz_x__8
5,0.0009841791577791105,0.000826867877919195,0.0018302819771412382,0.003466253083641596,1,lorenz_x,8,lorenz_x__8
6,0.0007317547004940428,0.0006955599962755148,0.001547383567448953,0.003207900073876963,1,lorenz_x,8,lorenz_x__8
7,0.0007314891266502806,0.0009021691826078066,0.002714300932415945,0.005309404316188779,1,lorenz_x,8,lorenz_x__8
8,0.0005123460249093904,0.0011968824644779444,0.003132478171882894,0.006872395433515266,1,lorenz_x,8,lorenz_x__8
9,0.0,0.0007337176977746834,0.001800080486970154,0.004830554712190796,0,lorenz_x,8,lorenz_x__8
10,0.0004000314721032592,0.0003617468183959901,0.0006138713046227305,0.0018552717252155529,1,lorenz_x,8,lorenz_x__8
11,0.0004609523680970723,0.0003821959967220732,0.0006724716358011954,0.0019455183351088491,1,lorenz_x,8,lorenz_x__8
12,0.00021556657136570121,0.00042979697961881925,0.0009480953127711317,0.0018629461188763758,1,lorenz_x,8,lorenz_x__8
13,0.0004589623431953166,0.0007876998172961798,0.0019446852430615737,0.003606489899568586,1,lorenz_x,8,lorenz_x__8
14,0.000644487060298099,0.0008015609542083424,0.0019228582553412405,0.003726070975895056,1,lorenz_x,8,lorenz_x__8
15,0.0009231339385526679,0.0007895204634020443,0.0021496426602007315,0.004433220266650768,1,lorenz_x,8,lorenz_x__8
16,0.0006551933022229061,0.0011016036880810028,0.002737008675856584,0.006552180941984023,1,lorenz_x,8,lorenz_x__8
17,0.0,0.0007519269617329021,0.0018856063530842027,0.005264054669815214,0,lorenz_x,8,lorenz_x__8
18,0.00025248884456492617,0.0007176194958949144,0.0019393069619183813,0.0039045923453575986,1,lorenz_x,8,lorenz_x__8
0,0.0,0.01296422781800477,0.05597324708435621,0.17776378349928174,0,lorenz_x,9,lorenz_x__9
1,0.0,0.0016871835753514408,0.005402322637631061,0.017157077028277644,0,lorenz_x,9,lorenz_x__9
2,0.0,0.0004561358329373161,0.001556388217318688,0.004942887406323042,0,lorenz_x,9,lorenz_x__9
3,0.00016524913681559544,9.762990878810641e-05,0.00022545211062651523,0.0007160067044613001,1,lorenz_x,9,lorenz_x__9
4,0.0001834642722500562,8.907499293302058e-05,0.00021443574215839376,0.0006810201449650443,1,lorenz_x,9,lorenz_x__9
5,0.00012998595993548526,6.5387276011731e-05,0.00018352549140009122,0.0005828531918235478,1,lorenz_x,9,lorenz_x__9
6,0.00023805625231209174,0.00011650756358839212,0.0002781615440327664,0.0008834050384239081,1,lorenz_x,9,lorenz_x__9
7,0.00016169697999652254,8.413427871741718e-05,0.00022598013394208271,0.0007176836381258711,1,lorenz_x,9,lorenz_x__9
8,0.00027959146411107687,0.00013476984622737254,0.00035504648519572147,0.0011275816539889968,1,lorenz_x,9,lorenz_x__9
9,0.0003691985341186298,0.00017414791114448637,0.0003879028373741808,0.0012319291731962608,1,lorenz_x,9,lorenz_x__9
10,0.0002714707783037316,0.00013274066771614608,0.0003392710368831634,0.0010774808732676036,1,lorenz_x,9,lorenz_x__9
11,0.00046111277392507123,0.00024163556275497942,0.0005597866651929532,0.0017778099492276322,1,lorenz_x,9,lorenz_x__9
12,0.0004181793604661069,0.00022600407132184941,0.0005327940091548293,0.001692084769539554,1,lorenz_x,9,lorenz_x__9
13,0.0005700397433751883,0.0002718409896404059,0.000659166016959469,0.002093425899560078,1,lorenz_x,9,lorenz_x__9
14,0.0006288736459684882,0.0005138386321078887,0.00115393760337985,0.003664756378877765,1,lorenz_x,9,lorenz_x__9
15,0.000437540563547497,0.00045497918099214634,0.001097071022119636,0.0034841554817339883,1,lorenz_x,9,lorenz_x__9
16,0.0008458300535186284,0.0005196455964647832,0.0012426937838283516,0.003946634512938711,1,lorenz_x,9,lorenz_x__9
17,0.0,0.001995168313867662,0.005937886252307551,0.018857957706255184,0,lorenz_x,9,lorenz_x__9
18,0.0,0.002034535539607355,0.005988199714563967,0.019017746746154363,0,lorenz_x,9,lorenz_x__9
0,0.002364933990436021,0.0030757351189378214,0.016081656195819225,0.02918167048557096,1,lorenz_x,10,lorenz_x__10
1,3.37969924570265e-05,0.0005030373973110654,0.001183859391402572,0.002517101353537458,1,lorenz_x,10,lorenz_x__10
2,0.00034195116740652317,0.0004766362703416913,0.0009888215403961163,0.0024687099330236296,1,lorenz_x,10,lorenz_x__10
3,7.080601626326772e-05,0.0006096755093958439,0.0014526369008510795,0.0038666489761912228,1,lorenz_x,10,lorenz_x__10
4,0.0,0.0005612690836897462,0.001402229762451301,0.0037067675289331496,0,lorenz_x,10,lorenz_x__10
5,0.00029436794093403926,0.0004033001663866342,0.0009919018896613584,0.002268587263932411,1,lorenz_x,10,lorenz_x__10
6,0.00023361315079488323,0.0005730852166457365,0.0012379458566571155,0.003303036087936171,1,lorenz_x,10,lorenz_x__10
7,0.0,0.0005923869436921228,0.00132331172991184,0.0032233528717513136,0,lorenz_x,10,lorenz_x__10
8,0.00011045083880565493,0.0005499754495830491,0.0015488089712973076,0.002939191495085283,1,lorenz_x,10,lorenz_x__10
9,7.248349041850651e-05,0.0005669499088959039,0.0013918017115918044,0.0036705617452944383,1,lorenz_x,10,lorenz_x__10
10,0.00017217847284533346,0.00045538520714297215,0.0008722935376687823,0.003173474417744118,1,lorenz_x,10,lorenz_x__10
11,0.00024079675169324383,0.0004535236811021547,0.0011770304864229543,0.0024534963868012875,1,lorenz_x,10,lorenz_x__10
12,7.371740576636414e-06,0.00063212270127138,0.0015253819352521868,0.00364930744633875,1,lorenz_x,10,lorenz_x__10
13,0.0,0.0005573221896803469,0.0012356731900190381,0.0033370861566752947,0,lorenz_x,10,lorenz_x__10
14,0.0,0.0005574881538967151,0.0013962703974303983,0.003008340767537829,0,lorenz_x,10,lorenz_x__10
15,0.0,0.0006769793000232853,0.0016541220367148103,0.003753641551100376,0,lorenz_x,10,lorenz_x__10
16,0.0,0.00048548261379788543,0.001216817516519454,0.00287168465987898,0,lorenz_x,10,lorenz_x__10
17,0.0,0.0003060441401383944,0.000779592456083423,0.00164828453185666,0,lorenz_x,10,lorenz_x__10
18,0.0007743117963500204,0.0006932179087982398,0.0016455879430386537,0.005457309816486974,1,lorenz_x,10,lorenz_x__10
0,0.017433680681944064,0.05400185778671783,0.18782611202333724,0.5683901996993194,1,lorenz_x,11,lorenz_x__11
1,0.002017695424464625,0.0025555270638330054,0.007570185125685483,0.0106770022822377,1,lorenz_x,11,lorenz_x__11
2,0.004219744708978399,0.0016306761289458702,0.0050478254506902825,0.0048328657488227915,1,lorenz_x,11,lorenz_x__11
3,0.002801437715685008,0.001162003231244364,0.0031108873243397704,0.0038660692903173116,1,lorenz_x,11,lorenz_x__11
4,0.0042679130330996705,0.0017886401462181704,0.004991816143119868,0.005639579810097806,1,lorenz_x,11,lorenz_x__11
5,0.0038924942963810823,0.0017483674874502943,0.00472327638666285,0.005222722793163996,1,lorenz_x,11,lorenz_x__11
6,0.0027615723733888185,0.0013698674313324386,0.002824524507540985,0.004790309123745976,1,lorenz_x,11,lorenz_x__11
7,0.004873755912088934,0.0021997180385784363,0.0048052221635934735,0.007847139544320104,1,lorenz_x,11,lorenz_x__11
8,0.006715824154170788,0.00360394139298009,0.0049992853972072576,0.011497505044076123,1,lorenz_x,11,lorenz_x__11
9,0.005902424241609674,0.0032713706554035426,0.0033157703332580258,0.011041610851178028,1,lorenz_x,11,lorenz_x__11
10,0.0030746916284723584,0.0025320441742834638,0.005369414000143755,0.009763284787609057,1,lorenz_x,11,lorenz_x__11
11,0.0037244298095736334,0.008121597416477569,0.01746886591347873,0.04180110809053173,1,lorenz_x,11,lorenz_x__11
12,0.003884226248104035,0.007473175543431741,0.01702528900616749,0.04112629558742425,1,lorenz_x,11,lorenz_x__11
13,0.003628083753945192,0.0014231030945968779,0.003696545383856473,0.003677011560847931,1,lorenz_x,11,lorenz_x__11
14,0.0035320438566940737,0.0012492722492800428,0.0029879474779866562,0.0033592614818930304,1,lorenz_x,11,lorenz_x__11
15,0.003519678779105675,0.0012502970104560918,0.0028912154389585556,0.003375282660426721,1,lorenz_x,11,lorenz_x__11
16,0.003531707677635996,0.00125160497357931,0.0029421529712595085,0.0033410138641431215,1,lorenz_x,11,lorenz_x__11
17,0.0034548099432592638,0.0012445963303639334,0.002923511879619321,0.0034438048886911766,1,lorenz_x,11,lorenz_x__11
18,0.0035248642646954747,0.0012521152176645102,0.002843217356660624,0.003332383545859115,1,lorenz_x,11,lorenz_x__11
