epsilon_rel,mean_safe_width,width_fraction,near_containment,matched_near_rate,near_containment_ratio,mean_safe_gain,mean_safe_minus_matched_gain
0.05,2.5,0.19230769230769232,0.8571428571428571,0.30767565767565763,2.7858650359777415,0.002405734700358764,0.030778431702924887
0.1,2.892857142857143,0.22252747252747254,0.8571428571428571,0.36271783771783767,2.3631119509685523,0.002532624170134093,0.027508273150726025
0.15,3.25,0.25,0.8571428571428571,0.40250444000443997,2.129523980235529,0.0026281499310724936,0.025443450170348433
0.2,3.4285714285714284,0.26373626373626374,0.8571428571428571,0.45904650904650907,1.867224432054546,0.0026281499310724936,0.024263730433582976
