config,N,K,task,trial,case_id,window_id,window_start,window_end,safe_width,dashboard_defined,safe_gain,full_gain,positive_safe_gain,safe_dispersion,anchor_spread,local_log_sensitivity
N60_K13_baseline,60,13,memory_d10,3,memory_d10__trial3,17,425,475,1,False,0.0,0.05195162085795213,0,,,
N60_K13_baseline,60,13,memory_d10,3,memory_d10__trial3,18,450,500,1,False,0.0,0.007439861372538603,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,0,0,50,1,False,0.0,0.11465654359892075,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,1,25,75,1,False,0.0,0.22421452712191603,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,2,50,100,1,False,0.0,0.1879544920543217,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,3,75,125,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,4,100,150,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,5,125,175,1,False,0.0,0.08281352114658991,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,6,150,200,1,False,0.0,0.05797358576392686,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,7,175,225,1,False,0.0,0.012654991589468922,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,8,200,250,1,False,0.0,0.11304807928970251,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,9,225,275,1,False,0.0,0.1162096946654182,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,10,250,300,1,False,0.0,0.03113479080340331,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,11,275,325,1,False,0.0,0.042770763822330915,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,12,300,350,1,False,0.0,0.037321871656007755,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,13,325,375,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,14,350,400,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,15,375,425,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,16,400,450,1,False,0.0,0.04305464839882722,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,17,425,475,1,False,0.0,0.012608451238591223,0,,,
N60_K13_baseline,60,13,narma10,0,narma10__trial0,18,450,500,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,1,narma10__trial1,0,0,50,2,True,0.0,0.03154887379641824,0,0.09915498421114893,0.2515358299813446,0.7988452189619859
N60_K13_baseline,60,13,narma10,1,narma10__trial1,1,25,75,2,True,0.0,0.045883438581828084,0,0.10528281413880285,0.2515605834764308,0.7989238328564902
N60_K13_baseline,60,13,narma10,1,narma10__trial1,2,50,100,2,True,0.0,0.04571589673551024,0,0.08848558253758089,0.20727037403539197,0.6582638638118299
N60_K13_baseline,60,13,narma10,1,narma10__trial1,3,75,125,2,True,0.0,0.0,0,0.11199676822698938,0.274444749533273,0.871600980465228
N60_K13_baseline,60,13,narma10,1,narma10__trial1,4,100,150,2,True,0.0,0.0,0,0.13490358464282745,0.3453314334582169,1.0967279078922698
N60_K13_baseline,60,13,narma10,1,narma10__trial1,5,125,175,2,True,0.014355294476982916,0.014355294476982916,1,0.12213903614061734,0.31496307853405886,1.000281945737679
N60_K13_baseline,60,13,narma10,1,narma10__trial1,6,150,200,2,True,0.027045500719191096,0.027045500719191096,1,0.11206665171780468,0.27121466238896763,0.8613426420318911
N60_K13_baseline,60,13,narma10,1,narma10__trial1,7,175,225,2,True,0.019345332392199155,0.0600776069857899,1,0.11373854056103579,0.29297026687438715,0.9304356242527313
N60_K13_baseline,60,13,narma10,1,narma10__trial1,8,200,250,2,True,0.06370617382977695,0.06370617382977695,1,0.11646374165434206,0.30455582636625744,0.9672298607230053
N60_K13_baseline,60,13,narma10,1,narma10__trial1,9,225,275,2,True,0.061180137308379345,0.14284710729547057,1,0.12247561701889143,0.30018019210347396,0.9533334130041651
N60_K13_baseline,60,13,narma10,1,narma10__trial1,10,250,300,2,True,0.04210340412878377,0.09535829452659317,1,0.12053286002052464,0.2843436947982593,0.9030387485887085
N60_K13_baseline,60,13,narma10,1,narma10__trial1,11,275,325,2,True,0.0499746246444126,0.0499746246444126,1,0.10587652513089942,0.2580238844051892,0.8194504395273337
N60_K13_baseline,60,13,narma10,1,narma10__trial1,12,300,350,2,True,0.058491704559166524,0.058491704559166524,1,0.10025077978381453,0.24652247661139515,0.7829234579514448
N60_K13_baseline,60,13,narma10,1,narma10__trial1,13,325,375,2,True,0.0,0.019305288423085543,0,0.11745563106427603,0.2854357927331788,0.9065071101895722
N60_K13_baseline,60,13,narma10,1,narma10__trial1,14,350,400,2,True,0.0,0.0,0,0.12767260718758297,0.3214976849214613,1.0210350093102207
N60_K13_baseline,60,13,narma10,1,narma10__trial1,15,375,425,2,True,0.0,0.0,0,0.10775647880204046,0.2800852009275196,0.8895143235838427
N60_K13_baseline,60,13,narma10,1,narma10__trial1,16,400,450,2,True,0.016414493230455074,0.016414493230455074,1,0.09072418851771724,0.22771471637049276,0.7231924472682252
N60_K13_baseline,60,13,narma10,1,narma10__trial1,17,425,475,2,True,0.032528271757309546,0.032528271757309546,1,0.09211638751620953,0.22986606734538426,0.7300248593374271
N60_K13_baseline,60,13,narma10,1,narma10__trial1,18,450,500,2,True,0.10701889997667224,0.10701889997667224,1,0.11131060968398378,0.2792337057278909,0.8868100851091772
N60_K13_baseline,60,13,narma10,2,narma10__trial2,0,0,50,3,True,0.0,0.0,0,0.09809695790737019,0.3080221852033548,0.5428110751144206
N60_K13_baseline,60,13,narma10,2,narma10__trial2,1,25,75,3,True,0.0,0.0,0,0.09752173325217335,0.29126871871154325,0.5116644974129383
N60_K13_baseline,60,13,narma10,2,narma10__trial2,2,50,100,3,True,0.0,0.0,0,0.08978781536244708,0.2585860729164846,0.46158510555771864
N60_K13_baseline,60,13,narma10,2,narma10__trial2,3,75,125,3,True,0.0,0.02701637295726822,0,0.10620921801711408,0.3045082665601777,0.5387368601320935
N60_K13_baseline,60,13,narma10,2,narma10__trial2,4,100,150,3,True,0.021555256627573183,0.046621148395573964,1,0.10810741598895746,0.31379178599869917,0.5387792173875399
N60_K13_baseline,60,13,narma10,2,narma10__trial2,5,125,175,3,True,0.0,0.04980911096011076,0,0.10183404878085502,0.29024943276461707,0.5002359943806609
N60_K13_baseline,60,13,narma10,2,narma10__trial2,6,150,200,3,True,0.005864759585404333,0.014643768857252604,1,0.11302436157024519,0.30184857019261613,0.5509079019933045
N60_K13_baseline,60,13,narma10,2,narma10__trial2,7,175,225,3,True,0.007719250906745689,0.007719250906745689,1,0.11132293914075474,0.29693295187468494,0.5482518368581168
N60_K13_baseline,60,13,narma10,2,narma10__trial2,8,200,250,3,True,0.0021708131604957215,0.08346585699700265,1,0.09136651988719448,0.24735570065528004,0.4551658235279762
N60_K13_baseline,60,13,narma10,2,narma10__trial2,9,225,275,3,True,0.020560459737502867,0.16950807327699013,1,0.08433999776962561,0.23129406998499363,0.4300592330442586
N60_K13_baseline,60,13,narma10,2,narma10__trial2,10,250,300,3,True,0.010661246426667659,0.12183670441206246,1,0.10725117274736767,0.3014670702925637,0.5395336943365089
N60_K13_baseline,60,13,narma10,2,narma10__trial2,11,275,325,3,True,0.004351846535810833,0.06284821747124347,1,0.10009714421768626,0.2818770771757938,0.5073560569905855
N60_K13_baseline,60,13,narma10,2,narma10__trial2,12,300,350,3,True,0.01857614651572914,0.07034853920479395,1,0.07452037504712689,0.1917190722368607,0.3798780229216805
N60_K13_baseline,60,13,narma10,2,narma10__trial2,13,325,375,3,True,0.0284879932578454,0.0284879932578454,1,0.08793330070888365,0.22897357132216176,0.4376521498274417
N60_K13_baseline,60,13,narma10,2,narma10__trial2,14,350,400,3,True,0.029371615806632778,0.029371615806632778,1,0.10385122210597793,0.279473183241976,0.5078106136590916
N60_K13_baseline,60,13,narma10,2,narma10__trial2,15,375,425,3,True,0.0031827012589464854,0.0031827012589464854,1,0.1005421603508021,0.26909750896601176,0.5037644605465584
N60_K13_baseline,60,13,narma10,2,narma10__trial2,16,400,450,3,True,0.013907442647610901,0.023869212596190015,1,0.08814726256518444,0.22852339573934405,0.45785076153630894
N60_K13_baseline,60,13,narma10,2,narma10__trial2,17,425,475,3,True,0.007600065168829939,0.018630025423456154,1,0.08804207708243263,0.23323109688033816,0.4504709753590386
N60_K13_baseline,60,13,narma10,2,narma10__trial2,18,450,500,3,True,0.019105428268494817,0.019105428268494817,1,0.09213164082104637,0.2490209862637374,0.4580247277111096
N60_K13_baseline,60,13,narma10,3,narma10__trial3,0,0,50,1,False,0.0,0.016673550052558772,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,1,25,75,1,False,0.0,0.12443346673690348,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,2,50,100,1,False,0.0,0.0631780787142977,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,3,75,125,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,4,100,150,1,False,0.0,0.0544182930699757,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,5,125,175,1,False,0.0,0.061632846872263114,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,6,150,200,1,False,0.0,0.04519234461752886,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,7,175,225,1,False,0.0,0.0030056540198375448,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,8,200,250,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,9,225,275,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,10,250,300,1,False,0.0,0.026613460882153106,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,11,275,325,1,False,0.0,0.013141405987211918,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,12,300,350,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,13,325,375,1,False,0.0,0.017593744910320508,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,14,350,400,1,False,0.0,0.00975872573606773,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,15,375,425,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,16,400,450,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,17,425,475,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,narma10,3,narma10__trial3,18,450,500,1,False,0.0,0.005828563618117788,0,,,
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,0,0,50,3,True,0.0,0.0,0,0.013897987053171471,0.04389884673232492,0.16318444214151123
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,1,25,75,3,True,0.0001968924418313204,0.0004536999251185175,1,0.0009770208593539872,0.002029286065599598,0.005542730035882633
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,2,50,100,3,True,0.0,0.000379381985969437,0,0.0007793654224490375,0.0018966441610542906,0.004505219446011356
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,3,75,125,3,True,0.0007505969435318751,0.0019434105563320074,1,0.0007640094561969261,0.0020240466217754894,0.004275655846902346
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,4,100,150,3,True,0.0009648550879679252,0.00223869112814587,1,0.001101485881979746,0.0023259610315237737,0.006347242039097294
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,5,125,175,3,True,0.00012951520115985198,0.0020001265024752503,1,0.0010732393879874771,0.0022222243704807325,0.006652833553416767
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,6,150,200,3,True,0.0,0.0,0,0.0007440084436662217,0.0017509785281999558,0.005364268869825155
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,7,175,225,3,True,0.0005826975539711173,0.0014518753115088634,1,0.0004938566053397317,0.0007306199525227546,0.0038765857470262864
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,8,200,250,3,True,4.014446910147185e-05,0.0010442017986938574,1,0.0006610454112913908,0.0014317315436763668,0.003838054260588264
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,9,225,275,3,True,0.0,0.0007435951902708838,0,0.000811213890468156,0.0015786189687033406,0.004860889386438794
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,10,250,300,3,True,0.00026118583365049297,0.0016995249617560546,1,0.0007695361077908364,0.0017327874366586686,0.004607752420731394
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,11,275,325,3,True,9.892129926550135e-05,0.0013509303311779416,1,0.0008938073454334922,0.0023938894603922605,0.004780930061826033
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,12,300,350,3,True,6.441873775202105e-05,0.00043136553567274874,1,0.0009977937536764167,0.002239625460586434,0.005610196821587704
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,13,325,375,3,True,0.000412892692950341,0.000412892692950341,1,0.0009916248283519424,0.0023335091175866315,0.005941361561785595
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,14,350,400,3,True,0.0008647201642081595,0.0017782941020506714,1,0.0009304145518131499,0.0022659033692180963,0.005627023232063202
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,15,375,425,3,True,0.00023151135065441197,0.0013640536229647259,1,0.001079084769184533,0.002519682752485934,0.006113093927997409
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,16,400,450,3,True,0.0027963368078664152,0.005021924203570192,1,0.0017920021208523006,0.004468195026047972,0.008664652780828725
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,17,425,475,3,True,0.0032779340082135632,0.006048647909871571,1,0.0016899755923504638,0.004349063472510415,0.007765984693921371
N60_K13_baseline,60,13,lorenz_x,0,lorenz_x__trial0,18,450,500,3,True,0.0002319712124239084,0.0002319712124239084,1,0.0012585937144638203,0.002643330105027585,0.006949026873596401
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,0,0,50,13,True,0.00800565434152048,0.00800565434152048,1,0.022145894979941103,0.043614126078013044,0.10169863069585346
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,1,25,75,13,True,0.0024363050470437206,0.0024363050470437206,1,0.003948693471412467,0.005537097283375403,0.017799731810457773
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,2,50,100,13,True,0.0022560964022855824,0.0022560964022855824,1,0.0030300258792351873,0.005847660561719629,0.013565384765387172
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,3,75,125,13,True,0.0024189678054872786,0.0024189678054872786,1,0.0022645117038447788,0.004335856930899819,0.009407156112359134
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,4,100,150,13,True,0.0029867483526858163,0.0029867483526858163,1,0.0034352169884718153,0.0059633019317528405,0.01245847896879554
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,5,125,175,13,True,0.003525071397742343,0.003525071397742343,1,0.005115824165110058,0.008856077582899365,0.020698609918839723
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,6,150,200,13,True,0.0014944468973046069,0.0014944468973046069,1,0.003601165176081869,0.006805088001793652,0.01717885224480242
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,7,175,225,13,True,0.0019391058812770836,0.0019391058812770836,1,0.0017814223697106264,0.0014874146013635304,0.0056093954400129676
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,8,200,250,13,True,0.001942620120417938,0.001942620120417938,1,0.0017311988370748378,0.002175516488649122,0.005812130906879352
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,9,225,275,13,True,0.001978938591785811,0.001978938591785811,1,0.0018874060649996635,0.002701329497705914,0.006203607180943598
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,10,250,300,13,True,0.00234334196398521,0.00234334196398521,1,0.0024688976266399637,0.004786125094153111,0.008333961415554387
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,11,275,325,13,True,0.0013744482428077734,0.0013744482428077734,1,0.0025040237877425884,0.005201852713708478,0.008448472141171339
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,12,300,350,13,True,0.0017987794205742338,0.0017987794205742338,1,0.0026548525905536547,0.0054108227467182845,0.009706782943721607
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,13,325,375,13,True,0.0016809278603430425,0.0016809278603430425,1,0.0038554606858566794,0.009637977990449072,0.015103971172176425
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,14,350,400,13,True,0.0012840131020425485,0.0012840131020425485,1,0.0035991460660504716,0.008994512994532057,0.013812858812558977
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,15,375,425,13,True,0.0006565860984616995,0.0006565860984616995,1,0.003556889903758787,0.006599915863647006,0.01430064876370577
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,16,400,450,13,True,0.0010650001315594144,0.0010650001315594144,1,0.002968816790660601,0.005925251589694938,0.013483065882604435
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,17,425,475,13,True,0.001901597373850119,0.001901597373850119,1,0.0019682598353922484,0.0028233735474034218,0.006528888188377765
N60_K13_baseline,60,13,lorenz_x,1,lorenz_x__trial1,18,450,500,13,True,0.0028131122497765384,0.0028131122497765384,1,0.003390840385640089,0.005906990582602689,0.012777265289720167
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,0,0,50,1,False,0.0,0.11385879860168854,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,1,25,75,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,2,50,100,1,False,0.0,0.001183164097016826,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,3,75,125,1,False,0.0,0.0010571071805788425,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,4,100,150,1,False,0.0,0.0009474483871450747,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,5,125,175,1,False,0.0,0.000727439956097605,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,6,150,200,1,False,0.0,0.00044526940833786166,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,7,175,225,1,False,0.0,0.0003482296889179004,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,8,200,250,1,False,0.0,0.0003167550252660429,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,9,225,275,1,False,0.0,0.0008422517463938144,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,10,250,300,1,False,0.0,0.0007822145699753727,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,11,275,325,1,False,0.0,0.0010292685667146178,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,12,300,350,1,False,0.0,0.0019350370012494117,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,13,325,375,1,False,0.0,0.0007552593398890825,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,14,350,400,1,False,0.0,0.0021678597695032453,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,15,375,425,1,False,0.0,0.003995690838435748,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,16,400,450,1,False,0.0,0.0013264179758708102,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,17,425,475,1,False,0.0,0.0,0,,,
N60_K13_baseline,60,13,lorenz_x,2,lorenz_x__trial2,18,450,500,1,False,0.0,0.0007929325351735917,0,,,
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,0,0,50,2,True,0.0,0.0,0,0.01249941294010615,0.04533251553619491,0.143970198211106
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,1,25,75,2,True,0.00018450557374766435,0.00018450557374766435,1,0.0009422399626431534,0.0026389187555465464,0.008380864194392584
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,2,50,100,2,True,0.0,0.0,0,0.000992798987048415,0.002553626175795784,0.008109986007567734
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,3,75,125,2,True,0.0,0.0002216313707599888,0,0.0013667122418702957,0.003170371651227825,0.01006868976123123
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,4,100,150,2,True,0.0,0.0003439834174365974,0,0.0010122654504552005,0.002452448185659667,0.007788657814719763
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,5,125,175,2,True,0.0,0.002142915297393936,0,0.0009444442679321787,0.002511187428852519,0.007975206043628285
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,6,150,200,2,True,0.0003910629361009218,0.005072832596993968,1,0.0015906623567455787,0.004186654052992854,0.013296271047863075
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,7,175,225,2,True,0.0017072119005127765,0.003846922090009655,1,0.002124011164332549,0.00548528627900687,0.017420558808450493
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,8,200,250,2,True,0.000403442356961649,0.0005114108255689764,1,0.0016885853739267611,0.004705371561696427,0.01494365067505358
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,9,225,275,2,True,0.0,0.0,0,0.0008673984407044848,0.0024602151861383243,0.00781332480231557
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,10,250,300,2,True,0.0,0.0,0,0.0006228916441313201,0.0017730506874519556,0.005630979350946959
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,11,275,325,2,True,0.000574321512814782,0.000574321512814782,1,0.0008967072829464986,0.0023531126707499275,0.007473181084567013
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,12,300,350,2,True,0.00015895566034423124,0.00015895566034423124,1,0.0009532820189805053,0.00238158793995439,0.0075636148516543
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,13,325,375,2,True,0.0,0.0002639548951468202,0,0.0011945159255421845,0.0031023630507656906,0.009852703254134005
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,14,350,400,2,True,3.742169628485285e-05,0.0014409362664484747,1,0.0021918817960134567,0.005448845454612123,0.01730482746971861
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,15,375,425,2,True,0.0018733946141190339,0.0035164390328796665,1,0.0024177976932284505,0.005843657702707952,0.018558700036511094
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,16,400,450,2,True,0.0009511602007644471,0.0037864397072925595,1,0.002266101183842025,0.005944257476367204,0.018878191888714858
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,17,425,475,2,True,0.0,0.0019073980459688683,0,0.001447421817951885,0.004909030593870445,0.01559044538482795
N60_K13_baseline,60,13,lorenz_x,3,lorenz_x__trial3,18,450,500,2,True,9.18130302405317e-05,9.18130302405317e-05,1,0.0003695239741877337,0.0009211854286882598,0.0029255656163960464
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,0,0,50,5,True,0.055624156967078564,0.09996031978262643,1,0.10352940172057849,0.32802367056113685,0.5907149680386204
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,1,25,75,5,True,0.049878949379565274,0.08151765483941875,1,0.13498530652077045,0.44203780856534475,0.7470589890442529
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,2,50,100,5,True,0.012903994302615018,0.1912743425486526,1,0.10725110037444797,0.3780100130550071,0.6387685022334937
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,3,75,125,5,True,0.0009379752690865661,0.14464256251681662,1,0.05955503229373374,0.18226483966985768,0.3535834322850917
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,4,100,150,5,True,0.0,0.07397094418428896,0,0.06139857117157134,0.19074705069620213,0.3607771853513383
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,5,125,175,5,True,0.021642395891444788,0.03398251240046757,1,0.06591693725949456,0.21097645599898301,0.37698556813456385
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,6,150,200,5,True,0.012971580878225364,0.012971580878225364,1,0.05359491494620782,0.179335793185711,0.318978479440518
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,7,175,225,5,True,0.033131394186244556,0.11798197621024809,1,0.04740220071766807,0.1697079635430717,0.3022013717444383
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,8,200,250,5,True,0.0,0.0,0,0.05972691584343721,0.2095225841967603,0.363546605218264
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,9,225,275,5,True,0.03682802028419385,0.04417124240089454,1,0.07428610233690214,0.23921861016731766,0.4108966639340035
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,10,250,300,5,True,0.02367912100619618,0.031084859021662747,1,0.07607888048823415,0.2400889303337912,0.4052045305855744
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,11,275,325,5,True,0.047655729876626474,0.05655325204366268,1,0.0823045725515776,0.2712347107510218,0.45694489613035383
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,12,300,350,5,True,0.054259797438640844,0.05981878657627904,1,0.08148274567031687,0.2783906927351149,0.47731847751848966
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,13,325,375,5,True,0.02129321733795031,0.02129321733795031,1,0.058055040213730605,0.20056280183124459,0.3477146693305616
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,14,350,400,5,True,0.02365816916688379,0.030972256005856846,1,0.05715515082661961,0.1892027168929239,0.3433926190971524
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,15,375,425,5,True,0.050231574050679684,0.0700435856944055,1,0.06740108029483209,0.2176148552073848,0.3911497473956618
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,16,400,450,5,True,0.024731595118348992,0.02995705629276635,1,0.06241764535468659,0.2045802246136658,0.36711136965639385
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,17,425,475,5,True,0.008211817988893366,0.008211817988893366,1,0.06933892141144803,0.24763200580503597,0.4306711618887608
N60_K25_finer_grid,60,25,controlled_d20_white_plus_distractor,0,controlled_d20_white_plus_distractor__trial0,18,450,500,5,True,0.0070141147079018085,0.05892106053195767,1,0.06056681044287766,0.22448377775076161,0.38508562246943906
