config,N,K,task,trial,point_idx,tau,val_nrmse,test_nrmse,val_score,test_score
N60_K13_baseline,60,13,memory_d10,0,2,0.15017108890398193,0.8514041033337264,0.8156225936061755,-0.8514041033337264,-0.8156225936061755
N60_K13_baseline,60,13,memory_d10,0,3,0.20574746894441603,0.8740777076848405,0.864122303186624,-0.8740777076848405,-0.864122303186624
N60_K13_baseline,60,13,memory_d10,0,4,0.28189194928259564,0.8922725103047043,0.9223578623759962,-0.8922725103047043,-0.9223578623759962
N60_K13_baseline,60,13,memory_d10,0,5,0.38621651813276453,0.8823773276297459,0.894573160653301,-0.8823773276297459,-0.894573160653301
N60_K13_baseline,60,13,memory_d10,0,6,0.529150262212918,0.8470976108878183,0.8563643300230543,-0.8470976108878183,-0.8563643300230543
N60_K13_baseline,60,13,memory_d10,0,7,0.7249819385087718,0.8403830027505277,0.851539269874948,-0.8403830027505277,-0.851539269874948
N60_K13_baseline,60,13,memory_d10,0,8,0.9932883883792685,0.8568175316874053,0.8544649695844116,-0.8568175316874053,-0.8544649695844116
N60_K13_baseline,60,13,memory_d10,0,9,1.3608915892697748,0.8423029691924757,0.836696079998028,-0.8423029691924757,-0.836696079998028
N60_K13_baseline,60,13,memory_d10,0,10,1.864539985982451,0.8498887402284186,0.8401008434675524,-0.8498887402284186,-0.8401008434675524
N60_K13_baseline,60,13,memory_d10,0,11,2.554582148011408,0.849430311725163,0.8384681901862314,-0.849430311725163,-0.8384681901862314
N60_K13_baseline,60,13,memory_d10,0,12,3.5,0.8547562038082274,0.82824241057329,-0.8547562038082274,-0.82824241057329
N60_K13_baseline,60,13,memory_d10,1,0,0.07999999999999999,0.7018067683622632,0.7081683650756866,-0.7018067683622632,-0.7081683650756866
N60_K13_baseline,60,13,memory_d10,1,1,0.1096069665318704,0.6889482029827599,0.7012207497678629,-0.6889482029827599,-0.7012207497678629
N60_K13_baseline,60,13,memory_d10,1,2,0.15017108890398193,0.679317871292936,0.699534952683491,-0.679317871292936,-0.699534952683491
N60_K13_baseline,60,13,memory_d10,1,3,0.20574746894441603,0.6825027065820567,0.7102817098575284,-0.6825027065820567,-0.7102817098575284
